10300,0,0,0,0,0
10301,0,0,0,0,0
10302,0,0,0,0,0
10303,0,0,0,0,0
10304,1,0,0,0.666666667,0.666666667
10305,0,0,0,0,0
10306,0,0,0,0,0
10307,0.25,0,1,0,1
10308,0.1666667,0,0,0,0
10309,0.6666667,0,0,0,0
10310,0.6666667,0,0,0,0
10311,0,0,1,0,1
10312,0,0,0,0,0
10313,0,0,0,0,0
10314,1,0.6666667,0,0,0
10315,0,0,0.666666667,0,0
10316,0,0,0,0,0
10317,0,0.6666667,0,0,0
10318,0.1818182,1,0,0,0
10319,0,0,0,0,0
10320,0,0,0,0,0
10321,0.6666667,0,0,0,0
10322,0,0,0.666666667,0,0
10323,0,0,0,0,0
10324,0.6666667,0,1,1,1
10325,0,0,0,0,0
10326,0,0,0,0,0
10327,0,0,0.666666667,0,0
10328,0,0,0.666666667,0,0.666666667
10329,0,0,0,0,0
10330,0,0,0,0,0
10331,0.09090909,0,0,0,0
10332,0,0,0,0,0
10333,0,0,0,0,0
10334,0,0,0,0,0
10335,0,0,0,0,0
10336,0,0,0,0,0
10337,0,0,0,0.5,0.5
10338,0.6666667,0,0,0,0
10339,1,0,0,0,0
10340,0,0,0,0,0
10341,0,0,0,0,0
10342,1,0,0,1,1
10343,0,0,0,0,0
10344,0.25,0,0,0,1
10345,1,1,0,0,1
10346,0.5,0,0,0,0
10347,0,0,0,0,0
10348,0,0,0,0,0
10349,1,0.5,0,1,0
10350,0,0,0,0,0
10351,0,0,0,0,0
10352,0,0,0,0,0
10353,1,0,0,0,0
10354,1,0,0,0,0
10355,0.4,0,0,0,0
10356,1,0,0.5,0,0
10357,0,0,1,0,0
10358,0,0,0,0,0
10359,0,0.6666667,0,0,0
10360,0,0,0,0,0
10361,0,0,0,0,0
10362,0,0,0,0,0
10363,0,0,1,1,1
10364,0,0,0,0,0
10365,0,0,0,0,0
10366,0,0,0,0,0
10367,0,0,0.666666667,0,0
10368,0.06060606,0,0,0,0
10369,0,0,0,0,0
10370,0,0.3333333,0,0,1
10371,0,0,0,0,0
10372,0.1666667,0.5,0.666666667,0,0
10373,0,0,0,0,0
10374,0,0,0,0,0
10375,0,0.6666667,0,0,0
10376,0,0,1,0,1
10377,0,0,0,0,0
10378,0.1666667,0,0,0,0
10379,0.1538462,0,0,0,0
10380,0.6666667,0,0,0,0
10381,0,0,0,0,0
10382,0,0,1,0,0
10383,0,0,0.666666667,0,0
10384,1,0,0,0,0
10385,0,0,0,0,0.666666667
10386,0.09090909,0,0,0,0
10387,0,0,0,0,0
10388,0.1538462,0,0,0,0.666666667
10389,0.4,0,1,0,1
10390,0,0,0,0,0
10391,0,0,0,0,0
10392,0.08695652,0,0.666666667,0,0
10393,0,0,0.666666667,0,0.666666667
10394,0,0,0,0,0
10395,0,0,0,0,0
10396,0.1818182,0,0.666666667,0,0
10397,0,0,0,0,0
10398,0,0,0,0,0
10399,0.1666667,0,0.666666667,0.666666667,0
10400,0,0,0,0,0
10401,0,0,0.8,0,0
10402,1,0,1,1,1
10403,1,0,1,1,1
10404,1,1,0,1,0
10405,0,0,1,0,1
10406,0,0,0,0,0
10407,0.1666667,0.6666667,0,0,0
10408,0,0.6666667,1,0,1
10409,0.6666667,0,1,0,0
10410,1,0,0,1,1
10411,0,0,0,0,0.666666667
10412,0,0,1,0,0
10413,0,0,0,0,0
10414,0,0,1,0,1
10415,0,0,0,0,0
10416,0,0,0,0,0
10417,0,0,0,0,0
10418,0,0,0.666666667,0,0.666666667
10419,0,0,0,0,0
10420,0,0,0,0,0
10421,0.1666667,0,0,0,0
10422,0.1666667,0.6666667,0,0,0
10423,0.1333333,0,0,0,0
10424,0,0,1,0,1
10425,0,0,0,0,0
10426,0,0,0,0,0
10427,0,0,0,0,0
10428,1,0,0,0,0
10429,1,1,0,0,0
10430,1,0,0,0,1
10431,0,0,0,0,0
10432,0.6666667,0,0.666666667,0,0
10433,0.6666667,0,0,0,0
10434,0,0,0,0,0
10435,0,0,0.5,0,0
10436,0,0,0,0,0
10437,0,0,1,0,1
10438,0,0,0,0,0.666666667
10439,0,0,0,0.666666667,0
10440,0,0,0.666666667,0,0
10441,1,0,0,1,1
10442,0,0,0.666666667,0,0
10443,0.5,0,0.5,0,0
10444,0,0,0,0,0
10445,1,0,0,0,0
10446,0.09090909,0,0,0,0
10447,0,0,0,0,0
10448,0,0,0.8,0,0
10449,0.2857143,0,0.5,0.666666667,0
10450,0,0,0,0,0
10451,0,0,0,0,0
10452,0,0,0.666666667,0,0.666666667
10453,0,0,1,0,0
10454,0,0,0,0,0
10455,0.1666667,0,0,0,0
10456,0.0625,0,0,0,0
10457,0,0,0,0,0
10458,0.6666667,0,0,0,0
10459,0,0,0,0,0
10460,0,0,0,0,0
10461,0,1,0,0.5,0
10462,0,0,0,0,0
10463,0,0,0,0,0
10464,0,0,0.666666667,0,0.5
10465,0,0,0,0,0
10466,0.1333333,0,0,0,0
10467,1,0,1,1,1
10468,0,0,0,0,0
10469,1,0,1,0,0
10470,0,0,0.5,0,0.666666667
10471,0.1538462,0,0.666666667,0,0
10472,0,1,0.5,0,0
10473,0,0,0,0,0
10474,1,0,0,0,0
10475,0,0,0,0,0
10476,0,0,0,0,0
10477,1,0,0,0,0.5
10478,0.1666667,0,0,0,0
10479,0,0,0,0,0
10480,0,0,0,0,0
10481,0,0,0,0,0
10482,0,0,0,0,0
10483,0,0,0,0,0
10484,0.3333333,0,0,0,0
10485,1,0,0,0,0
10486,0,0,0,0,0
10487,0,0,0,0,0
10488,1,0,0.666666667,0,0
10489,0.2222222,0,0,0,0
10490,0,0,0,0,0
10491,0,0.6666667,0.666666667,0,0.666666667
10492,0,0,0,0,0
10493,0,0,0,0,0
10494,1,0,0.4,0,0.666666667
10495,0,0.3333333,0,0,0
10496,0,0,0,0,0
10497,0,0,0,0,0
10498,0.5,0,0,0,0
10499,0,0,0,0,0
10500,0,0,0.666666667,0,0
10501,1,0,0,0,0
10502,0,0,0,0,0
10503,0.5,0,1,0,1
10504,0.6666667,0,0.666666667,0,0.666666667
10505,0,0,0,0,0
10506,0,0.5,0.666666667,0,0.666666667
10507,0,0,0,0,0
10508,0,0,0,0,0
10509,0,0,0,0,0
10510,0,0,0,0,0
10511,0,0.6666667,0.666666667,0,0.666666667
10512,0.6666667,0,0.666666667,0,0
10513,1,1,0,1,1
10514,0.5,1,0.666666667,0,0
10515,0.6666667,0,0,0,0
10516,0,0,1,0,0
10517,0,0,0,0,0
10518,0,0,0,0,0
10519,0,0,0,0,0
10520,0,0,0,0,0
10521,0,0,0,0,0
10522,0,0,0,1,0
10523,0,0,0,0,0
10524,0,0,0,0,0
10525,0,0,0,0,0
10526,0,0,0,0,0
10527,0,0,0.666666667,0,0
10528,0,0,0,0,0
10529,0,0.3333333,0,0,0
10530,0,0,0,0,0
10531,0.6666667,0,0,1,1
10532,0.25,0,0,0,0
10533,0,0,0,0,0
10534,0,0,0,0,0
10535,0,0,0,0,0
10536,0,0,0,0,0
10537,0,0,0,0,0
10538,1,1,1,0,0
10539,1,0,1,1,1
10540,0,0,0,0,0
10541,0,0,0,0,0
10542,1,0,0.666666667,0,0
10543,0,0,0,0,0
10544,0,0,0,0,0
10545,0,0,0,0,0
10546,0.2,0,0,0,0
10547,0.1428571,0.4,1,0,0
10548,1,1,0,1,0
10549,0,0,0.666666667,0,0.666666667
10550,0,0,0.5,0,0
10551,0,0,0,0,0
10552,0,0,0,0,0
10553,0,0,0.5,0,0
10554,0,0,0,0,0
10555,0,0,0,0,0
10556,0,0,1,0,0
10557,0.1428571,1,0.666666667,0,0
10558,0,0,0,0,0
10559,0,0,0,0,0
10560,0,0,0,0,0
10561,0,0,0,0,0
10562,0,0,0,0,0
10563,0.4,0,0,1,0.666666667
10564,0,0,0.666666667,0,0
10565,0,0,0,0,0
10566,0,0,0,1,0
10567,0,1,0,0,0
10568,0,0,0,0,1
10569,0,0,0,0,0
10570,0,0,0,0,0
10571,0,0,0,0,0
10572,0,0,0,0,0
10573,0.04761904,0,0,0,0
10574,0.1333333,0,0,1,0
10575,0,0.5,1,1,1
10576,0,0,0,0,0
10577,0,0,0.666666667,0,0
10578,0,0,0.666666667,0,1
10579,0,0,0,0,0
10580,0,0,0,0,0
10581,0,0,0,0,0
10582,0,0,0,0,0
10583,0,1,0,0,0
10584,0.1176471,0,0.666666667,0,0
10585,0.5,0,0,0,0
10586,1,0,0.666666667,0,0.666666667
10587,0.6666667,1,0,0,0
10588,0.0952381,0,0,0,0
10589,0,0,0,1,0
10590,0,0,0,0,0
10591,0,0,0,0,0
10592,0.1333333,0,0,0,0
10593,0,0,0,0,0
10594,0,0,0,0,0
10595,0,0,0,0,0
10596,0.6666667,0,1,0,0
10597,0.1111111,0,0,0.666666667,0
10598,0,0,0,0,0
10599,0.5,0,1,0,1
10600,0,0.6666667,0,0,0
10601,0,0,0,0,0
10602,0.4,0,0,0,1
10603,0,0,0,0,0
10604,0.09090909,1,0.5,0,0
10605,0,0,0,0,0
10606,0,0,0,0,0
10607,0,0,0,0,0
10608,0,0,0,0,0
10609,1,1,0,0,0
10610,0,0,0,0,0
10611,0,0,0,0,0
10612,1,0,0,1,0
10613,0.6666667,0,0,0,0
10614,0,0,0,0,0
10615,0,0,0,0,0
10616,0,0,0,0,0
10617,0,0.6666667,0,0,0
10618,0,0,0,0,0
10619,0.1538462,0,1,0,0
10620,0,0,0,0,0
10621,0,0,0,0,0.5
10622,0,0,0,0,0.666666667
10623,1,0,0,1,1
10624,0.1666667,0,0.5,0,0
10625,1,0.6666667,0.5,0,0
10626,0,0,0,0,0
10627,0.1538462,0,1,0,0
10628,1,0,0,1,0
10629,0,0,0,0,0
10630,0,0,0,0,0
10631,0,0,0,0,0
10632,0,0,0,0,0
10633,0,0,0,0,0
10634,0,0,0,0,0
10635,0.6666667,0,0,0,0
10636,1,0,1,0,0
10637,0,0,0,0,0
10638,0.09090909,0,0,0,0.666666667
10639,0,0,0,0,0
10640,0,0,0.666666667,0,0.666666667
10641,0.6666667,0,0,0,0
10642,0,0,0,0,0
10643,0,0,0,0,0
10644,1,0,0,0,0.666666667
10645,0.2857143,0,0,0,0
10646,1,0,0,1,0
10647,0,0,0,0,0
10648,0,0,0,0,0
10649,0,0,0.5,0,0
10650,0,0,0,0,0
10651,0,0,0,0.666666667,0
10652,0,0,0,0,0
10653,0,0,0,0,0
10654,0.2,0,0,0,0
10655,0,0,0,0,0
10656,0,0,0,0,0
10657,0,0,1,0,1
10658,0,0,0,0,0
10659,0,1,0,0,1
10660,0.1666667,0,1,0,0
10661,0.5,0,0.666666667,0,0
10662,0.1666667,0,0,0,0
10663,0,0,0,0,0
10664,0.09090909,0,0.666666667,0,0
10665,0.4,1,0,0,0
10666,0,0,0,0,0
10667,0,0,0,0,0
10668,0,0,1,0,0
10669,1,0,0,0,0
10670,0,0.5,0,0,0
10671,0,0,0,0,0
10672,0,0,0,0,0
10673,0,0,0,0,0
10674,0,0.5,0,1,1
10675,0,0,0,0,0
10676,0,0.3333333,0,0,0
10677,0,0,0,0,0
10678,1,1,0,0,0
10679,0,0,0,0,0
10680,0,0,0,0,0
10681,0,0,0,0,0
10682,1,0,0,0,0
10683,0,0,0,0,0
10684,0.1666667,0,0.666666667,0.666666667,0.666666667
10685,0,0,0,0,0
10686,1,0,1,0,1
10687,0,0,0.666666667,0,0
10688,0,0,0,0,0
10689,0,0,0.666666667,0,0.666666667
10690,0,0,0,0,0
10691,1,0,1,1,1
10692,0,0,0,0,0
10693,0,0,0,0,0
10694,0,0,0,0,0
10695,0.3333333,0,0,0,0
10696,0.1666667,0.6666667,0,0,1
10697,1,0,1,1,1
10698,0.6666667,0,0,0,0
10699,0,0,0,0,0
10700,0,0,1,1,1
10701,0,1,0,0,0
10702,0,0,0,0,0
10703,0,0,0,0,0
10704,0,0,0,0,0
10705,0,0,0,0,0
10706,0,0,0,0,0
10707,0,0,0,0,0
10708,0,0,0,0,0
10709,0,0,0,0,0
10710,0.25,0,0,0,0
10711,0,0,0,0,0
10712,0,0,0,0,0
10713,0,0,0,0,0
10714,0,0,0,1,0
10715,0,0,0,0,0
10716,0,0,0,0,0
10717,0.4,0,0,0,0
10718,0,0,0,0,0
10719,0,0,0,0,0
10720,0,0,0.666666667,0,0
10721,0,0,0,0,1
10722,0.1428571,0,0,0,0
10723,0,0,0,0,0
10724,0,0,0,0,0
10725,1,0,1,0,1
10726,0,0,0,0,0
10727,0,0,0,0,1
10728,0.09090909,0,0,0.5,0
10729,0,0,0,0,0
10730,0.1538462,0.6666667,0,0,0
10731,1,0,0.666666667,0,0
10732,0,0,0,0,0
10733,1,0,1,0.666666667,0.666666667
10734,0,0,0,0,0
10735,0,0,0,1,0
10736,0,0,0,0,0
10737,0,0,0,0,0
10738,0,0,0,0,0
10739,0,0,0,0,0
10740,1,0,0.666666667,0,0.666666667
10741,0,0,0,0,0
10742,0.2,0,0,1,1
10743,0,0,0,0,0
10744,0,0,0,0,0
10745,0,0,0,0,0
10746,0,0,0,0,0
10747,0,0,1,0,0
10748,1,0,1,0,1
10749,0,0,0,0,0
10750,1,0,0,0,0
10751,0,0,0,0,0
10752,0,0,0,0,0
10753,0,0,0,0,0
10754,0,0,0,0,0
10755,0.6666667,0,0,1,0
10756,0,0,0,0,0
10757,1,0,0,0,0
10758,0,0,0,0,0
10759,0,0,0,0,0
10760,0.08000001,0,0,0,0
10761,0,0,0,0,0
10762,0.2,0,1,0,0
10763,0,0.4,1,1,1
10764,0.5,0,0,0,0
10765,0.25,0,0.666666667,0,0.666666667
10766,1,0,0,0,0
10767,0,0,0,0,0
10768,0.1428571,0,0,0,0
10769,1,0,0,0,0
10770,0,0,0,0,0
10771,0,0,0.666666667,0,0
10772,0,0,0,0,0
10773,0,0,0,0,0
10774,0,0,0,0,0
10775,0,0,0,0,0
10776,0,0,0,0,0
10777,0,0,0,0.666666667,0
10778,0,0,0,0,0
10779,0.6666667,0,0,0,0
10780,0,0,0,0,0
10781,1,0,0,0,0
10782,0,0,0,0,0
