10300,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
10301,9,1,1,1,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
10302,13,1,1,0,0,0,1,2,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
10303,14,1,1,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0
10304,12,1,2,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
10305,9,0,1,0,0,0,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
10306,8,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
10307,8,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
10308,14,1,0,1,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1
10309,14,2,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1
10310,20,3,3,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,1
10311,7,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
10312,16,3,3,0,0,0,2,1,3,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
10313,13,1,2,1,0,0,1,0,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
10314,7,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
10315,11,2,2,1,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10316,9,2,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1
10317,8,1,1,1,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10318,8,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
10319,12,2,0,1,0,0,2,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0
10320,11,2,2,0,0,0,1,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
10321,13,1,1,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0
10322,14,2,3,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
10323,8,1,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
10324,17,2,2,1,0,0,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
10325,9,0,1,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
10326,10,2,1,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
10327,14,1,2,2,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
10328,13,2,2,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
10329,9,1,1,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
10330,7,1,1,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10331,11,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0
10332,11,1,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1
10333,6,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
10334,9,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
10335,6,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
10336,10,1,2,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
10337,17,2,4,0,0,0,2,1,3,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1
10338,14,1,2,1,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1
10339,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
